Estimate,Std. Error,df,t value,Pr(>|t|),Pedigree,VI.BLUE,Env.DAP,Vegetation.Index,Env.DAP.Pedigree,DAP,Year,Env
0.000189484076811491,0.00186900317114117,232.115991728151,0.101382426598986,0.919334406675107,W10004_0756/PHZ51,0.318513006358041,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0756/PHZ51,33,2021,TXH3.2021
0.00329585366574731,0.00185300189278307,224.406570287714,1.77865639456913,0.0766498927644474,W10004_0757/PHZ51,0.321619375946976,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0757/PHZ51,33,2021,TXH3.2021
0.00490712299711007,0.00186286773534585,229.637842584216,2.63417681459765,0.0090077670660735,W10004_0768/PHZ51,0.323230645278339,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0768/PHZ51,33,2021,TXH3.2021
3.39952444046389e-05,0.00185729488088899,224.797968211064,0.0183036332864748,0.985412864101936,W10004_0774/PHZ51,0.318357517525634,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0774/PHZ51,33,2021,TXH3.2021
0.00420765404837966,0.00186685742093848,230.193371420053,2.2538700605558,0.025145951272894,W10004_0775/PHZ51,0.322531176329609,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0775/PHZ51,33,2021,TXH3.2021
0.00388309447229136,0.00186727007313398,231.44241942355,2.07955695759322,0.0386674367449767,W10004_0779/PHZ51,0.32220661675352,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0779/PHZ51,33,2021,TXH3.2021
0.000965177030568671,0.00185716017625395,225.079875088106,0.519705862159674,0.603779318957147,W10004_0781/PHZ51,0.319288699311798,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0781/PHZ51,33,2021,TXH3.2021
0.00582144174425247,0.00187071459192073,232.159063513602,3.11188129359454,0.0020920747685116,W10004_0782/PHZ51,0.324144964025482,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0782/PHZ51,33,2021,TXH3.2021
0.00289691970068708,0.00187502057503322,234.121288182347,1.5450068864635,0.123695202646702,W10004_0789/PHZ51,0.321220441981916,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0789/PHZ51,33,2021,TXH3.2021
0.00394499157495207,0.00186076243540341,229.079339854745,2.12009416134672,0.0350737338029892,W10004_0794/PHZ51,0.322268513856181,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0794/PHZ51,33,2021,TXH3.2021
0.00580693616819404,0.0018596295683042,228.568934722517,3.12263058577274,0.00202385304136347,W10004_0798/PHZ51,0.324130458449423,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0798/PHZ51,33,2021,TXH3.2021
0.00301800094457808,0.00186144252144021,226.831603787807,1.62132373673458,0.106337411214859,W10004_0799/PHZ51,0.321341523225807,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0799/PHZ51,33,2021,TXH3.2021
0.00383597306163958,0.00185780162319188,225.240417837067,2.0647915330427,0.0400877448073024,W10004_0801/PHZ51,0.322159495342869,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0801/PHZ51,33,2021,TXH3.2021
0.00386418164565038,0.00186672639738182,230.309234983379,2.07003107207896,0.0395645685366641,W10004_0802/PHZ51,0.322187703926879,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0802/PHZ51,33,2021,TXH3.2021
0.00189707815481108,0.00186314806151395,229.144511325734,1.01821116313728,0.30965145352045,W10004_0803/PHZ51,0.32022060043604,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0803/PHZ51,33,2021,TXH3.2021
0.0021233391587461,0.00182178027846068,224.999580119313,1.16552977538006,0.245038702294401,W10004_0806/PHZ51,0.320446861439975,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0806/PHZ51,33,2021,TXH3.2021
0.0053739625459202,0.00185960269456471,225.871071167839,2.88984446066213,0.00422978242543471,W10004_0807/PHZ51,0.323697484827149,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0807/PHZ51,33,2021,TXH3.2021
-0.00100405663159281,0.00186665636541733,231.279021818269,-0.537890449573096,0.591169898275209,W10004_0812/PHZ51,0.317319465649636,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0812/PHZ51,33,2021,TXH3.2021
0.00315913588515263,0.00186491206998975,230.605580242024,1.69398650799123,0.0916179724545204,W10004_0814/PHZ51,0.321482658166382,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0814/PHZ51,33,2021,TXH3.2021
0.000959653170553731,0.00180783589875909,217.761793646615,0.530829801096683,0.59607768129823,W10004_0815/PHZ51,0.319283175451783,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0815/PHZ51,33,2021,TXH3.2021
