FPC1,FPC2,FPC3,FPC4,FPC5,FPC6,FPC7,FPC8,FPC9,FPC10,FPC11,FPC12,Pedigree.Env,FPC1_FVE,FPC2_FVE,FPC3_FVE,FPC4_FVE,FPC5_FVE,FPC6_FVE,FPC7_FVE,FPC8_FVE,FPC9_FVE,FPC10_FVE,FPC11_FVE,FPC12_FVE,Pedigree,Env,Env.VI,Vegetation.Index
-0.491985385552773,-0.294078406999319,0.0517011616188723,-0.0124850765850607,0.052420140014978,0.00169726480617601,0.0143970050190602,-0.00778013441065326,0.011960564307482,0.00860345505127616,0.00959787692138548,0.00195741018272219,2369/LH123HT.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,2369/LH123HT,TXH2.2021,TXH2.2021.RCC,RCC
-0.410330677061956,-0.144605158770248,0.0201170950720417,-0.0295074558808779,0.0116999388985993,0.0166478375547613,-0.00192624156390906,0.00375222035942383,-0.00392023379983001,0.00112651458144239,0.0100710236454836,-0.000792424528492857,B14A/H95.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B14A/H95,TXH2.2021,TXH2.2021.RCC,RCC
-0.422133273410888,-0.104328979313537,-0.000263318029322917,-0.0269535122872121,-0.011231890029578,0.0051744154341008,0.000656965800055282,0.000601359474521472,0.0018226416702785,-0.000548111853363965,0.0046867931284604,0.0016732121175403,B14A/MO17.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B14A/MO17,TXH2.2021,TXH2.2021.RCC,RCC
-0.51043816223992,-0.157987635300653,0.0330838470811435,-0.0470248097509587,0.0248318622267899,0.00470193764221008,-0.00860657707053729,-0.015621474854748,-0.000928224302668609,0.00174140844159167,0.00924828650148387,-0.00146524874215916,B14A/OH43.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B14A/OH43,TXH2.2021,TXH2.2021.RCC,RCC
-0.507641837566174,-0.25445538128448,0.0441911253593407,-0.0383169753928203,0.0111750142153043,-0.0100423143368072,0.000946502753616785,-0.0151672337468281,0.00204425503024923,0.0127916329818774,0.0058065266510742,0.00480684814278385,B37/H95.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B37/H95,TXH2.2021,TXH2.2021.RCC,RCC
-0.4450699212938,-0.264123661164713,0.0635212475571882,-0.0758331525055948,0.0137909964620558,-0.0346101753559794,0.00745435545540997,-0.0379188627734572,0.0194938328394322,0.0148621713187515,0.0103913585362305,0.00191600144617283,B37/MO17.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B37/MO17,TXH2.2021,TXH2.2021.RCC,RCC
-0.270407133902717,-0.0500627539496881,0.0220403331558947,-0.029876301287331,-0.0246271001943705,0.0316226977974151,0.00399744794296202,0.0226311434208677,-0.00941185827492222,-0.00295966022061064,0.00989279953518868,-0.000859222600694987,B37/OH43.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B37/OH43,TXH2.2021,TXH2.2021.RCC,RCC
-0.270280403152174,-0.0893567359451065,0.0209272918967773,-0.0624440452578541,-0.035140099180924,0.0184244063309749,0.00842666026863128,0.0113243134394424,-0.00199510714326086,0.00411695296355813,0.0132674941753892,0.00172901290382831,B73/MO17.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B73/MO17,TXH2.2021,TXH2.2021.RCC,RCC
-0.432780956764552,-0.047547248477882,-0.0157838433010119,-0.0525868610365446,-0.002886855108319,0.0132537914224141,-0.00205837007010261,0.00542791665137059,-0.00559314643264468,0.00258731049737631,0.00751968864157951,0.00121036608345487,B73/PHM49.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B73/PHM49,TXH2.2021,TXH2.2021.RCC,RCC
-0.593854073644498,-0.076596138594617,0.0146204448332817,0.00569101028769658,0.0438414900803928,0.0104675417818164,-0.0123789042199814,0.00318877997539348,-0.000650502230146517,-0.00182927734991244,-0.0015694426368171,0.00370142857839973,B73/PHN82.TXH2.2021,0.528550041805751,0.334000231020666,0.0465958619164494,0.0186182722734689,0.0165421578498389,0.0110988431598565,0.00864029723387416,0.00800394573883112,0.00717761699441477,0.00552402994546741,0.00371147910590952,0.00273094960137443,B73/PHN82,TXH2.2021,TXH2.2021.RCC,RCC
